,P1==Winner,P1_wins_proba_elo,P1_pts,P2_pts,field_type==indoor_hard,P1_wins_proba_elo_indoor_hard,field_type==outdoor_hard,P1_wins_proba_elo_outdoor_hard,field_type==outdoor_clay,P1_wins_proba_elo_outdoor_clay,field_type==outdoor_grass,P1_wins_proba_elo_outdoor_grass
38331,False,0.6772406763653134,631,4680,0,0.3330403298752149,0,0.2023702818489187,0,0.09616968799660441,1,0.36756137928133936
38332,False,0.8538919047554079,1085,12330,0,0.6100379146739542,0,0.08646457501687921,0,0.07890605690955965,1,0.20477076179122267
38334,False,0.6588109121143735,865,1005,0,0.29467092677332885,0,0.34484922202038903,0,0.25170945678646117,1,0.35290944429066706
38320,False,0.6434770167842011,885,1745,0,0.3989616055731041,0,0.2440237537144505,0,0.3207981404105422,1,0.42950554486069914
38329,True,0.8575708423172003,519,4190,0,0.4687423283899006,0,0.2571590210702974,0,0.1788959010483116,1,0.1844758912939351
38328,False,0.6740202470370567,165,1580,0,0.3343625842658938,0,0.39503355321255895,0,0.2741764228519683,1,0.4091544054011147
38320,True,0.3565229832157989,1745,885,0,0.6010383944268959,0,0.7559762462855495,0,0.6792018595894578,1,0.5704944551393009
38334,True,0.3411890878856265,1005,865,0,0.7053290732266712,0,0.655150777979611,0,0.7482905432135388,1,0.6470905557093329
38321,False,0.6596338688351863,827,1015,0,0.5356817576121455,0,0.3353689863614967,0,0.2245056821875535,1,0.44880340507730143
38332,True,0.14610809524459212,12330,1085,0,0.3899620853260458,0,0.9135354249831208,0,0.9210939430904403,1,0.7952292382087773
38331,True,0.3227593236346866,4680,631,0,0.6669596701247851,0,0.7976297181510813,0,0.9038303120033956,1,0.6324386207186606
38348,True,0.07522139153573404,4945,555,0,0.828753031731614,0,0.955721487465136,0,0.948185804786254,1,0.8934963651249705
38347,True,0.37644414598260645,2690,790,0,0.6109672290148901,0,0.7862933334696055,0,0.6192851270711425,1,0.544858987359921
38346,True,0.2990237503003449,1775,755,0,0.5922088692832277,0,0.6571722454080597,0,0.8506412525171828,1,0.6134348878067132
38344,True,0.30660104284480993,5420,958,0,0.7089063982260547,0,0.7507379464712781,0,0.9353710980715636,1,0.5416766270846795
38343,True,0.4104783721135712,1630,664,0,0.3302209565966448,0,0.5017962222464858,0,0.9063462196269092,1,0.473924785059608
38342,False,0.9448299145676649,865,12500,0,0.22349758186410063,0,0.08803935318788136,0,0.022577354325468812,1,0.1201145029022852
38340,True,0.38767311217079947,713,650,0,0.6088016983241021,0,0.3620835547910253,0,0.4100263909793335,1,0.6550679783829586
38339,False,0.390077399951595,2415,400,0,0.46650618082460593,0,0.274031982775504,0,0.6522985176715836,1,0.6990703669349393
38337,True,0.6527714366316604,741,1635,0,0.2766514646680708,0,0.2666822884570994,0,0.2005508202858147,1,0.3934033482923061
38335,True,0.5616769571477604,445,1440,0,0.3680462342046206,0,0.3744005581602894,0,0.4308683548374564,1,0.4188445104410865
38348,False,0.924778608464266,555,4945,0,0.17124696826838604,0,0.044278512534864034,0,0.05181419521374597,1,0.10650363487502945
38346,False,0.7009762496996551,755,1775,0,0.4077911307167723,0,0.34282775459194026,0,0.1493587474828172,1,0.3865651121932868
38344,False,0.6933989571551901,958,5420,0,0.2910936017739453,0,0.24926205352872188,0,0.0646289019284364,1,0.45832337291532055
38343,False,0.5895216278864288,664,1630,0,0.6697790434033553,0,0.4982037777535142,0,0.0936537803730908,1,0.526075214940392
38342,True,0.05517008543233515,12500,865,0,0.7765024181358994,0,0.9119606468121186,0,0.9774226456745312,1,0.8798854970977148
38340,False,0.6123268878292005,650,713,0,0.39119830167589786,0,0.6379164452089747,0,0.5899736090206664,1,0.3449320216170414
38339,True,0.609922600048405,400,2415,0,0.5334938191753941,0,0.725968017224496,0,0.3477014823284164,1,0.3009296330650607
38337,False,0.3472285633683397,1635,741,0,0.7233485353319292,0,0.7333177115429006,0,0.7994491797141853,1,0.606596651707694
38336,True,0.3301887440891734,2690,428,0,0.79056851004387,0,0.862210728790973,0,0.9260936220379872,1,0.4670156326708533
38335,False,0.4383230428522396,1440,445,0,0.6319537657953793,0,0.6255994418397106,0,0.5691316451625437,1,0.5811554895589135
38336,False,0.6698112559108266,428,2690,0,0.20943148995613003,0,0.13778927120902695,0,0.07390637796201283,1,0.5329843673291468
38347,False,0.6235558540173936,790,2690,0,0.3890327709851099,0,0.2137066665303945,0,0.38071487292885753,1,0.455141012640079
38353,True,0.11618805197068682,12330,1005,0,0.5317421116070379,0,0.9265820099036416,0,0.9019965580976436,1,0.8289678960307442
38359,False,0.4291313116360183,4680,1350,0,0.48643664926277275,0,0.7719395266654966,0,0.47308184152075283,1,0.5765052826544307
38358,True,0.1419203379622338,4680,1580,0,0.6672160656401405,0,0.8072879603670536,0,0.8783623076584168,1,0.842333332950188
38357,False,0.5876301444343233,1680,2595,0,0.33979442700290297,0,0.627160342070249,0,0.43209237661568445,1,0.46771648670069554
38356,True,0.39224985864358275,1015,610,0,0.4755093016270903,0,0.6184637075420614,0,0.722624092860019,1,0.5396494444638791
38353,False,0.8838119480293132,1005,12330,0,0.4682578883929621,0,0.07341799009635841,0,0.09800344190235644,1,0.17103210396925583
38351,True,0.7337105556498658,1510,950,0,0.3219923705149833,0,0.2010824794793939,0,0.2283337070524203,1,0.2949886745499293
38351,False,0.2662894443501342,950,1510,0,0.6780076294850167,0,0.798917520520606,0,0.7716662929475797,1,0.7050113254500707
38356,False,0.6077501413564173,610,1015,0,0.5244906983729096,0,0.38153629245793863,0,0.27737590713998095,1,0.4603505555361209
38357,True,0.41236985556567674,2595,1680,0,0.660205572997097,0,0.3728396579297511,0,0.5679076233843156,1,0.5322835132993045
38358,False,0.8580796620377662,1580,4680,0,0.33278393435985953,0,0.19271203963294636,0,0.12163769234158317,1,0.15766666704981203
38359,True,0.5708686883639817,1350,4680,0,0.5135633507372273,0,0.2280604733345034,0,0.5269181584792472,1,0.4234947173455693
38364,False,0.5386594069858611,1510,1630,0,0.6574207283404324,0,0.3399166870141722,0,0.17399911391494483,1,0.5649747709646438
38361,True,0.3697581478502219,3245,713,0,0.7604855839385172,0,0.8632384278914703,0,0.7549872923011094,1,0.5198651563759674
38360,False,0.7568703569752295,741,400,0,0.29941616111566993,0,0.13380065463927837,0,0.3361371830426335,1,0.36059733653584636
38364,True,0.4613405930141389,1630,1510,0,0.3425792716595676,0,0.6600833129858278,0,0.8260008860850552,1,0.4350252290353562
38361,False,0.6302418521497781,713,3245,0,0.23951441606148283,0,0.13676157210852968,0,0.2450127076988906,1,0.4801348436240326
38360,True,0.24312964302477047,400,741,0,0.7005838388843301,0,0.8661993453607216,0,0.6638628169573665,1,0.6394026634641536
38368,False,0.6440995933981748,1015,1350,0,0.304538444316633,0,0.48293356689087397,0,0.3279414430963544,1,0.3492080785052434
38367,True,0.43464339888758785,5420,985,0,0.6220225582000738,0,0.7326187668616428,0,0.8987133336925214,1,0.4705089153470124
38366,False,0.6706899122955585,2690,1455,0,0.5912517172988956,0,0.794185893419187,0,0.7438427173995993,1,0.27532188355779574
38365,True,0.36176118628268294,2690,445,0,0.8098041700966878,0,0.8176189585889311,0,0.8391240652802687,1,0.5483734566007399
38365,False,0.638238813717317,445,2690,0,0.19019582990331219,0,0.18238104141106892,0,0.16087593471973127,1,0.4516265433992601
38367,False,0.5653566011124121,985,5420,0,0.3779774417999262,0,0.26738123313835715,0,0.10128666630747862,1,0.5294910846529877
38366,True,0.3293100877044415,1455,2690,0,0.4087482827011044,0,0.205814106580813,0,0.2561572826004007,1,0.7246781164422043
38370,True,0.10492718544955049,4680,1745,0,0.6339585708092379,0,0.6878440464672175,0,0.8424593998888777,1,0.8799062911646522
38371,True,0.2438276678365605,12330,1775,0,0.3276998778883894,0,0.8718550115764764,0,0.8440029033660109,1,0.7015953148635276
38371,False,0.7561723321634395,1775,12330,0,0.6723001221116106,0,0.12814498842352362,0,0.15599709663398909,1,0.29840468513647245
38368,True,0.3559004066018252,1350,1015,0,0.695461555683367,0,0.517066433109126,0,0.6720585569036456,1,0.6507919214947566
38370,False,0.8950728145504495,1745,4680,0,0.3660414291907621,0,0.31215595353278247,0,0.15754060011112225,1,0.12009370883534776
38372,True,0.6142402631943036,5420,1455,0,0.6576579008743451,0,0.6786125429861367,0,0.8992206837254706,1,0.3166072215868464
38373,True,0.13445990481496528,4945,1630,0,0.8768022919555443,0,0.892472457432581,0,0.725451267532206,1,0.8764613907138328
38374,True,0.49634468519326114,3245,2690,0,0.5441396060276883,0,0.4777338365782768,0,0.3257805076601124,1,0.5343666794240437
38375,False,0.1573737421875304,12500,400,0,0.5330007539973332,0,0.6748975395070518,0,0.9614191260806147,1,0.7939994187987581
38375,True,0.8426262578124696,400,12500,0,0.4669992460026668,0,0.3251024604929483,0,0.0385808739193853,1,0.2060005812012419
38374,False,0.5036553148067389,2690,3245,0,0.4558603939723117,0,0.5222661634217232,0,0.6742194923398876,1,0.4656333205759563
38373,False,0.8655400951850347,1630,4945,0,0.12319770804445573,0,0.10752754256741903,0,0.274548732467794,1,0.12353860928616722
38372,False,0.3857597368056964,1455,5420,0,0.34234209912565494,0,0.3213874570138633,0,0.1007793162745294,1,0.6833927784131536
38378,True,0.12213593244797905,4945,5420,0,0.7161930847176406,0,0.8504533573158374,0,0.6206933245315804,1,0.8751581838910324
38377,True,0.17108051091100984,12330,1350,0,0.4570328695992101,0,0.9198223188945304,0,0.8347731992167855,1,0.7623419843503624
38376,True,0.882142813563527,2595,4680,0,0.393040934720941,0,0.1817488991768359,0,0.1365297505287829,1,0.1374207290745089
38377,False,0.8289194890889902,1350,12330,0,0.5429671304007899,0,0.08017768110546963,0,0.1652268007832145,1,0.23765801564963762
38376,False,0.117857186436473,4680,2595,0,0.6069590652790591,0,0.8182511008231641,0,0.8634702494712171,1,0.8625792709254911
38379,False,0.4451016437092439,400,3245,0,0.3322185460372207,0,0.5804966332218329,0,0.3886431112135532,1,0.5252403447230579
38378,False,0.877864067552021,5420,4945,0,0.28380691528235935,0,0.14954664268416262,0,0.37930667546841956,1,0.12484181610896761
38379,True,0.5548983562907561,3245,400,0,0.6677814539627793,0,0.4195033667781672,0,0.6113568887864468,1,0.4747596552769421
38381,False,0.8533143570201341,3245,4945,0,0.41475827120995934,0,0.20875965048790623,0,0.20506342472508576,1,0.14265319451075964
38380,True,0.12042407062851035,12330,2595,0,0.4919554931154936,0,0.924712023607038,0,0.9254100104798264,1,0.8411400750970769
38381,True,0.14668564297986586,4945,3245,0,0.5852417287900407,0,0.7912403495120938,0,0.7949365752749142,1,0.8573468054892404
38380,False,0.8795759293714897,2595,12330,0,0.5080445068845064,0,0.07528797639296203,0,0.0745899895201736,1,0.1588599249029231
38382,True,0.5295499399701484,12330,4945,0,0.2729751017345894,0,0.5839170278212753,0,0.6513551119071053,1,0.4305153898956284
38382,False,0.4704500600298515,4945,12330,0,0.7270248982654106,0,0.4160829721787247,0,0.34864488809289473,1,0.5694846101043716
39935,False,0.5824590953698333,642,362,0,0.5946937896004862,0,0.4838267974763736,0,0.3767877634152652,1,0.3988715211020606
39933,True,0.31432278413257686,520,424,0,0.3199831605914018,0,0.5521167218577214,0,0.6738371487187877,1,0.5770057624452987
39932,True,0.39483523367604734,1175,169,0,0.5785845403588157,0,0.4179788233625438,0,0.4908724815982865,1,0.5767666329237617
41007,True,0.7228407568824384,802,68,0,0.3530372894933179,0,0.3836629056034359,1,0.4503947517718583,0,0.3131129723413087
39932,False,0.6051647663239527,169,1175,0,0.4214154596411843,0,0.5820211766374561,0,0.5091275184017134,1,0.42323336707623826
39933,False,0.6856772158674231,424,520,0,0.6800168394085981,0,0.4478832781422786,0,0.32616285128121225,1,0.42299423755470134
41007,False,0.2771592431175615,68,802,0,0.6469627105066821,0,0.616337094396564,1,0.5496052482281417,0,0.6868870276586914
39935,True,0.4175409046301667,362,642,0,0.4053062103995138,0,0.5161732025236264,0,0.6232122365847348,1,0.6011284788979394
39129,True,0.5040879979886179,212,541,0,0.6185331481648638,0,0.5321846041071372,1,0.5124867536735139,0,0.4593201009701278
39129,False,0.4959120020113821,541,212,0,0.3814668518351362,0,0.4678153958928628,1,0.48751324632648607,0,0.5406798990298722
39944,True,0.1479976018122804,950,411,0,0.7116019129011193,0,0.83816694530744,0,0.8402496416456722,1,0.8054010687812128
39944,False,0.8520023981877196,411,950,0,0.2883980870988807,0,0.16183305469256004,0,0.15975035835432783,1,0.19459893121878724
39953,False,0.6424633317156568,610,1175,0,0.4608928795153775,0,0.5772147708782824,0,0.4472847747811861,1,0.4155022563227213
39951,True,0.6975797701930029,571,600,0,0.3449991440860333,0,0.399792466267772,0,0.4438162489096776,1,0.366125784032335
39953,True,0.35753666828434316,1175,610,0,0.5391071204846225,0,0.4227852291217176,0,0.5527152252188139,1,0.5844977436772787
39951,False,0.3024202298069971,600,571,0,0.6550008559139666,0,0.600207533732228,0,0.5561837510903225,1,0.633874215967665
39949,True,0.33949814164879866,663,362,0,0.5692851062743007,0,0.721351298991164,0,0.6600996753666689,1,0.4770405417784642
39949,False,0.6605018583512013,362,663,0,0.43071489372569927,0,0.278648701008836,0,0.3399003246333311,1,0.5229594582215358
41014,True,0.8324386780170638,900,163,0,0.1778378828242198,0,0.2109088385965263,1,0.1066964369605253,0,0.2594635754549658
39133,False,0.3339305548106662,880,685,0,0.6527797951074884,0,0.4572604547984115,1,0.3540012768374313,0,0.7232234974550721
41010,True,0.5056956785457127,818,635,0,0.559710952721122,0,0.4919031854460678,1,0.2320687954648968,0,0.5490932762950371
39133,True,0.6660694451893339,685,880,0,0.3472202048925116,0,0.5427395452015885,1,0.6459987231625687,0,0.2767765025449279
41014,False,0.1675613219829361,163,900,0,0.8221621171757802,0,0.7890911614034737,1,0.8933035630394747,0,0.7405364245450342
41010,False,0.4943043214542873,635,818,0,0.44028904727887797,0,0.5080968145539322,1,0.7679312045351032,0,0.4509067237049629
41018,False,0.6673308727538294,706,1475,0,0.41663682086832765,0,0.3817611137199549,1,0.4313194801639133,0,0.34046540246246826
39955,True,0.3453836328972829,1175,571,0,0.6267091392890147,0,0.3931781183676809,0,0.7041721797815899,1,0.6124266936417024
39955,False,0.6546163671027171,571,1175,0,0.3732908607109853,0,0.6068218816323191,0,0.29582782021841014,1,0.38757330635829756
41025,True,0.6476849293046965,900,1475,0,0.326024307131659,0,0.4049722793392561,1,0.3872720925330801,0,0.3776584747325733
41018,True,0.3326691272461706,1475,706,0,0.5833631791316723,0,0.6182388862800451,1,0.5686805198360867,0,0.6595345975375317
41025,False,0.3523150706953035,1475,900,0,0.673975692868341,0,0.5950277206607439,1,0.6127279074669199,0,0.6223415252674267
39139,True,0.14820335415738983,3875,552,0,0.5379103241624054,0,0.8765500629512506,1,0.8104869061739614,0,0.7621168638074662
39139,False,0.8517966458426102,552,3875,0,0.46208967583759464,0,0.1234499370487494,1,0.18951309382603865,0,0.23788313619253376
39956,True,0.285486050391613,950,737,0,0.7905136294855561,0,0.7510732093254223,0,0.6781591613000223,1,0.7224217088177503
39957,False,0.3488998290523949,2735,663,0,0.6123431742207806,0,0.7293626529715256,0,0.6188514721643331,1,0.6820826832719789
41029,False,0.3127584507447862,1545,900,0,0.6404161865705786,0,0.5323134075028081,1,0.4949047189378373,0,0.749109082314865
41027,False,0.6083672838359667,1163,1625,0,0.40523264502694756,0,0.3704784107963761,1,0.5466738279648107,0,0.31207452923409995
39144,False,0.4440365804791185,685,1020,0,0.5362931935831599,0,0.4645813408797088,1,0.5449109482932235,0,0.536381868995301
39144,True,0.5559634195208816,1020,685,0,0.4637068064168401,0,0.5354186591202912,1,0.4550890517067765,0,0.463618131004699
39957,True,0.6511001709476051,663,2735,0,0.3876568257792194,0,0.2706373470284744,0,0.3811485278356669,1,0.3179173167280212
39956,False,0.714513949608387,737,950,0,0.20948637051444385,0,0.24892679067457768,0,0.3218408386999777,1,0.27757829118224975
41029,True,0.6872415492552137,900,1545,0,0.3595838134294214,0,0.4676865924971919,1,0.5050952810621627,0,0.250890917685135
41027,True,0.3916327161640333,1625,1163,0,0.5947673549730524,0,0.6295215892036239,1,0.4533261720351894,0,0.6879254707659
39959,True,0.25471888599052783,950,663,0,0.7503576779725879,0,0.6739795610028871,0,0.6874573493068098,1,0.7739100905933932
39959,False,0.7452811140094722,663,950,0,0.2496423220274121,0,0.32602043899711286,0,0.3125426506931902,1,0.22608990940660678
41032,False,0.3884355662585072,1655,900,0,0.8055482223884756,0,0.5429666371787958,1,0.5217476154649825,0,0.7141380463957812
41032,True,0.6115644337414927,900,1655,0,0.1944517776115245,0,0.4570333628212042,1,0.4782523845350175,0,0.2858619536042189
41033,True,0.3099189561586453,1625,900,0,0.7205575173058824,0,0.6266262352509884,1,0.570325304834601,0,0.7239123207644347
39960,False,0.6888977725226607,1175,950,0,0.30741424520955485,0,0.1731644030766043,0,0.21611396743463374,1,0.3462479640889836
39960,True,0.3111022274773393,950,1175,0,0.6925857547904452,0,0.8268355969233957,0,0.7838860325653663,1,0.6537520359110164
41033,False,0.6900810438413547,900,1625,0,0.27944248269411764,0,0.3733737647490116,1,0.429674695165399,0,0.2760876792355653
42721,True,0.25598644559335537,610,802,0,0.582866107254214,0,0.4939514473886143,1,0.6718823668850835,0,0.7184552215198702
42729,True,0.3730707406604562,397,703,0,0.5207614428633112,0,0.6601481421870721,1,0.5689553912379336,0,0.562935798269792
42728,False,0.2841330033380582,825,629,0,0.5545933221328092,0,0.6648377157116304,1,0.7467497440180701,0,0.5433466612779587
42727,False,0.6332238841666528,414,862,0,0.3915071178660272,0,0.5868482589787862,1,0.5540059526096571,0,0.4510640207071601
42725,True,0.46362462568949014,852,756,0,0.6968362941044107,0,0.8328506949115757,1,0.9139096823214956,0,0.4015461708261287
42722,True,0.4098858597636459,724,541,0,0.4661359294064477,0,0.5961784285176458,1,0.6996050225220772,0,0.4459232057686573
42725,False,0.5363753743105099,756,852,0,0.3031637058955893,0,0.1671493050884243,1,0.08609031767850439,0,0.5984538291738712
42727,True,0.36677611583334724,862,414,0,0.6084928821339728,0,0.4131517410212137,1,0.4459940473903429,0,0.5489359792928399
42728,True,0.7158669966619418,629,825,0,0.4454066778671908,0,0.3351622842883696,1,0.2532502559819299,0,0.4566533387220413
42729,False,0.6269292593395438,703,397,0,0.47923855713668884,0,0.3398518578129279,1,0.4310446087620664,0,0.437064201730208
42721,False,0.7440135544066446,802,610,0,0.41713389274578605,0,0.5060485526113857,1,0.3281176331149165,0,0.2815447784801298
42722,False,0.5901141402363541,541,724,0,0.5338640705935522,0,0.4038215714823542,1,0.30039497747792276,0,0.5540767942313427
42731,True,0.3158304345978884,845,703,0,0.5559828151050087,0,0.5463284325141363,1,0.7630704344030466,0,0.4148229003702576
42740,True,0.16632365561595408,3875,862,0,0.4778491453768686,0,0.8579136389556575,1,0.9280509405398112,0,0.6716423272758284
42735,False,0.7260759398719314,865,163,0,0.2050722238054813,0,0.17614672204689485,1,0.14204057542325776,0,0.31301463914042427
42737,True,0.4193020081129908,852,1285,0,0.6916003002046236,0,0.8718674393095156,1,0.8045732617602226,0,0.5375040546645762
42731,False,0.6841695654021116,703,845,0,0.4440171848949913,0,0.4536715674858637,1,0.23692956559695344,0,0.5851770996297424
42740,False,0.8336763443840459,862,3875,0,0.5221508546231314,0,0.14208636104434247,1,0.07194905946018881,0,0.3283576727241716
42735,True,0.2739240601280686,163,865,0,0.7949277761945187,0,0.8238532779531051,1,0.8579594245767422,0,0.6869853608595757
42737,False,0.5806979918870092,1285,852,0,0.3083996997953764,0,0.1281325606904844,1,0.1954267382397774,0,0.4624959453354238
42747,False,0.6465082048345945,1735,163,0,0.47259589742934893,0,0.24100740263057374,1,0.23783310356479104,0,0.42834821057971706
42750,True,0.6894663436444515,563,1145,0,0.4680275954163701,0,0.1975719560116722,1,0.1782143523234056,0,0.4721017242551397
42746,False,0.5182100811119345,880,1680,0,0.5746722455830252,0,0.2440355930906214,1,0.3689837825126432,0,0.5497535172789805
42743,True,0.4328994904171922,970,1122,0,0.4829261895010808,0,0.4629747111861619,1,0.490431397729249,0,0.4988481385275858
41986,True,0.331345085164632,496,853,0,0.5344119495022347,0,0.598079984068062,1,0.3155536014462172,0,0.7266970963779467
42751,False,0.6729243009017665,845,1085,0,0.47662341535804986,0,0.24769815530958628,1,0.4815030129493355,0,0.22034843329150633
42750,False,0.3105336563555485,1145,563,0,0.5319724045836298,0,0.8024280439883278,1,0.8217856476765943,0,0.5278982757448603
42751,True,0.32707569909823353,1085,845,0,0.5233765846419501,0,0.7523018446904137,1,0.5184969870506645,0,0.7796515667084937
42743,False,0.5671005095828078,1122,970,0,0.5170738104989192,0,0.537025288813838,1,0.5095686022707511,0,0.5011518614724142
41986,False,0.668654914835368,853,496,0,0.4655880504977653,0,0.40192001593193805,1,0.6844463985537828,0,0.27330290362205334
42746,True,0.48178991888806555,1680,880,0,0.4253277544169748,0,0.7559644069093786,1,0.6310162174873568,0,0.4502464827210195
42747,True,0.3534917951654055,163,1735,0,0.5274041025706511,0,0.7589925973694263,1,0.762166896435209,0,0.5716517894202829
42754,False,0.3554435310425107,397,724,0,0.5643831449918009,0,0.6364996316474266,1,0.5276964379668345,0,0.5960608250084349
42760,True,0.6584291159364544,1370,1085,0,0.420003426435223,0,0.4915634390197859,1,0.4084037386137777,0,0.3840391665466028
42757,False,0.3933678579017295,1720,970,0,0.5481527769038363,0,0.6221654245844134,1,0.6423096706242406,0,0.6583968726079661
42754,True,0.6445564689574893,724,397,0,0.4356168550081991,0,0.3635003683525734,1,0.4723035620331654,0,0.403939174991565
42759,False,0.7501052949287799,935,3875,0,0.5278405933388074,0,0.19868425139305035,1,0.21321395419634082,0,0.45168309296566567
42755,False,0.3302832746980254,1680,629,0,0.5667012948754554,0,0.8136099742128315,1,0.6301131424292739,0,0.6192572545238029
42759,True,0.24989470507122014,3875,935,0,0.4721594066611926,0,0.8013157486069497,1,0.7867860458036592,0,0.5483169070343343
42757,True,0.6066321420982705,970,1720,0,0.4518472230961636,0,0.3778345754155866,1,0.3576903293757594,0,0.3416031273920339
41989,False,0.7096232113181339,568,1280,0,0.3732908607109853,0,0.5949017811775845,1,0.2173573382334304,0,0.3682702576766206
41989,True,0.2903767886818661,1280,568,0,0.6267091392890147,0,0.4050982188224155,1,0.7826426617665696,0,0.6317297423233794
42755,True,0.6697167253019747,629,1680,0,0.4332987051245446,0,0.1863900257871684,1,0.3698868575707261,0,0.3807427454761971
42760,False,0.3415708840635457,1085,1370,0,0.579996573564777,0,0.5084365609802142,1,0.5915962613862222,0,0.6159608334533972
42764,True,0.44381315765770235,1370,970,0,0.673975692868341,0,0.5950277206607439,1,0.543487795475524,0,0.6339768578766625
42761,True,0.2622499644003766,163,629,0,0.7782296072270197,0,0.861443505329551,1,0.8261518851119178,0,0.7214672608411516
42761,False,0.7377500355996234,629,163,0,0.22177039277298027,0,0.13855649467044895,1,0.17384811488808216,0,0.27853273915884835
42764,False,0.5561868423422976,970,1370,0,0.326024307131659,0,0.40497227933925606,1,0.45651220452447605,0,0.36602314212333753
41994,True,0.2953427500023006,496,1135,0,0.4033303072037739,0,0.5511104369596452,1,0.4695160011868734,0,0.7238339073785831
41994,False,0.7046572499976994,1135,496,0,0.5966696927962261,0,0.44888956304035477,1,0.5304839988131266,0,0.2761660926214169
42766,True,0.38812211142531794,3875,163,0,0.2717821628737735,0,0.5014563956425816,1,0.5554837181950624,0,0.4676815428070761
41996,False,0.4391576929259442,1085,1280,0,0.6997623884284048,0,0.8133158866351309,1,0.6203887881393244,0,0.4478837623940708
42766,False,0.6118778885746821,163,3875,0,0.7282178371262265,0,0.4985436043574184,1,0.44451628180493763,0,0.5323184571929239
41996,True,0.5608423070740558,1280,1085,0,0.3002376115715953,0,0.1866841133648691,1,0.3796112118606756,0,0.5521162376059292
41998,True,0.5628409671268242,496,1280,0,0.4556805727251958,0,0.6885109166669557,1,0.2596548007495418,0,0.4918527989793083
41998,False,0.4371590328731758,1280,496,0,0.5443194272748042,0,0.31148908333304426,1,0.7403451992504582,0,0.5081472010206918
43494,False,0.7592106156524754,766,790,0,0.22097634547712097,1,0.21527412689405145,0,0.6783425384722794,0,0.40716287702232123
44200,True,0.7482024635049815,20,887,0,0.4050665674556509,0,0.2513332225978666,1,0.137590113029978,0,0.5325902149325353
44940,False,0.7251458891771648,920,214,0,0.43159110916671484,0,0.27945141786762084,1,0.29810966302132236,0,0.43117853463085476
44200,False,0.2517975364950184,887,20,0,0.5949334325443492,0,0.7486667774021334,1,0.862409886970022,0,0.46740978506746467
43494,True,0.24078938434752462,790,766,0,0.779023654522879,1,0.7847258731059485,0,0.3216574615277206,0,0.5928371229776788
44940,True,0.2748541108228352,214,920,0,0.5684088908332852,0,0.7205485821323792,1,0.7018903369786776,0,0.5688214653691452
43502,False,0.4654780677745027,628,758,0,0.46836664609153655,1,0.5268743431798987,0,0.4859981696232262,0,0.5019719854624172
43497,False,0.3266273727732765,411,538,0,0.559749189263183,1,0.6084803518458801,0,0.4961897482895502,0,0.4541622648080844
43500,True,0.31174029985571616,169,672,0,0.4600312498619087,1,0.6042126733177442,0,0.6030512261743789,0,0.5390363670937235
43498,True,0.45856360258930595,1020,362,0,0.6275446330210084,1,0.575893503735706,0,0.5290312263908017,0,0.4358579589446137
43502,True,0.5345219322254973,758,628,0,0.5316333539084634,1,0.4731256568201013,0,0.5140018303767738,0,0.4980280145375828
43500,False,0.6882597001442838,672,169,0,0.5399687501380913,1,0.3957873266822558,0,0.3969487738256211,0,0.4609636329062765
43498,False,0.541436397410694,362,1020,0,0.3724553669789916,1,0.424106496264294,0,0.4709687736091983,0,0.5641420410553863
43497,True,0.6733726272267235,538,411,0,0.4402508107368171,1,0.3915196481541199,0,0.5038102517104498,0,0.5458377351919156
43495,True,0.3145384168660701,588,727,0,0.4294519428725261,1,0.6084921374884649,0,0.4774142756045681,0,0.6115776509353663
44942,False,0.5139136149395886,569,970,0,0.6850149490770441,0,0.4858269449860587,1,0.5947529647375471,0,0.49173755364475447
44947,False,0.2471897474602196,808,755,0,0.487300977481793,0,0.626300333696303,1,0.6886522605751251,0,0.5617760216968799
43495,False,0.6854615831339299,727,588,0,0.5705480571274739,1,0.39150786251153513,0,0.5225857243954319,0,0.3884223490646337
44942,True,0.48608638506041135,970,569,0,0.3149850509229559,0,0.5141730550139413,1,0.4052470352624528,0,0.5082624463552455
44947,True,0.7528102525397804,755,808,0,0.512699022518207,0,0.373699666303697,1,0.3113477394248749,0,0.4382239783031201
43507,False,0.6804130248796953,288,1090,0,0.3626767563205078,1,0.4533875106631615,0,0.4841671388490406,0,0.38037833120446907
43508,True,0.5712781121793333,594,1020,0,0.4412233455901876,1,0.3510252766328743,0,0.3785683600911239,0,0.4858846159098397
44952,True,0.15434630885172163,1665,703,0,0.6497365940800175,0,0.8193304422045333,1,0.8004907711136081,0,0.876191821016741
43507,True,0.31958697512030465,1090,288,0,0.6373232436794922,1,0.5466124893368385,0,0.5158328611509594,0,0.6196216687955309
43508,False,0.4287218878206666,1020,594,0,0.5587766544098124,1,0.6489747233671257,0,0.6214316399088762,0,0.5141153840901602
44952,False,0.8456536911482784,703,1665,0,0.3502634059199825,0,0.18066955779546667,1,0.1995092288863919,0,0.12380817898325902
43509,True,0.7985769515201909,588,790,0,0.2205744213529325,1,0.2077443237411883,0,0.3534508670037817,0,0.3320769659744939
44957,False,0.3164007139560393,1122,755,0,0.4510979374100763,0,0.6588761341524534,1,0.6328583248387705,0,0.5896528455818363
43509,False,0.2014230484798091,790,588,0,0.7794255786470675,1,0.7922556762588117,0,0.6465491329962183,0,0.6679230340255061
44957,True,0.6835992860439607,755,1122,0,0.5489020625899237,0,0.3411238658475466,1,0.3671416751612295,0,0.4103471544181637
